id	stream	commit	status	design	windows	frame	n	neff	r_w	r_u	parent	claim	test	effect	gates	note
E48b	hypothesis	36448ed	keep-window	long-difference	2014->2024	pan_dev	71	7.2	+0.515	+0.389	E45	The two counter-moving margins the loop has found, in two different modules and identified by two different statistics, RETREAT TOGETHER across the decade: r(d fin31d, d fin34c) = +0.515 weighted / +0.389 unweighted over 2014->2024, G6 +0.443, surviving BH at q=0.10 over the four registered pairs. The two digital-ALIGNED wage modes move the opposite way (fin34a -0.744, fin34b -0.799), so the four items sort onto opposite sides of one axis. A post-hoc partial controlling for d g20_any STRENGTHENS the pair to +0.597 / +0.383, so it is not a common-trend artifact	pan_dev, 2014->2024 long difference. d fin31d correlated against the long difference of EACH of the four fin34 items -- all four, NO selection on E47 outcome -- both lenses, Benjamini-Hochberg at q = 0.10 over m = 4 (rule B7). Registered claim: at least one pair clears |r| >= 0.30 in the direction that has both margins RETREATING TOGETHER (positive r), on both lenses, and survives BH	SECONDARY KEEP on fin34c and only fin34c. fin34a -0.744 [-0.887,-0.529] G6 -0.832 r_u -0.701 (OPPOSITE direction, not eligible); fin34b -0.799 [-0.892,-0.550] G6 -0.738 r_u -0.629 (OPPOSITE); fin34c +0.515 [+0.216,+0.726] G6 +0.443 r_u +0.389 (REGISTERED direction); fin34d +0.154 [-0.078,+0.455] r_u +0.403, p_boot 0.182, fails BH. BH rejects ranks 1-3 (0.0000/0.0000/0.0010 vs 0.0250/0.0500/0.0750)	G3 both are narrow INDICATORS-unregistered variants, declared; G4 71 economies; G6 ok on every rejected pair; B6 2000-draw bootstrap CI on all four pairs; B7 BH at q=0.10 over the declared family of four; B9 unweighted twin on all four, lenses agree on the keep pair and DISAGREE on fin34d (+0.154 / +0.403); B10 neff 7.2 vs nominal n 71; B12 largest named leave-one-out Brazil -0.111 on the keep pair	"Agenda item 7.6. The registered DIRECTION did real work: fin34a and fin34b are LARGER in magnitude than the keep pair but point the opposite way and the pre-registration does not let them count -- they are reported because the displacement pattern they draw is the more interesting half of the table. POST-HOC (labelled, not registered): partial of d fin31d and d fin34c controlling for d g20_any is +0.597 weighted / +0.383 unweighted, i.e. it STRENGTHENS, because r(d fin34c, d g20_any) is only +0.128 / -0.077 -- fin34c LEVEL is strongly counter-moving to the headline (E47: -0.552/-0.486) while its CHANGE is unrelated to the headline change. Logged keep-window because it is a single delta cell (the 2014->2024 long difference); per-window replication of this pair is the promotion route and is new agenda item 7.7. Item meanings are INFERRED from levels and coverage; ""two cash margins"" is a structural reading of two negative signs, never a documented fact about what either question asked"
U22	micro	6ca4120	keep	micro-cross-section	2024	micro	56	na	na	na	U21	The connectivity axis of the access-absorption ruler is a WITHIN-COUNTRY regularity, not a between-country composition artifact: conditional on holding an account, internet users pay digitally more than non-users inside almost every qualifying economy (2024)	per-economy weighted gap anydigpayment(internet_use==1) - anydigpayment(internet_use==0) among accountholders, M2 >= 100 unweighted in BOTH cells; median / sign share / pooled-over-same-set / composition wedge (the U19-U20 design)	MEDIAN within-economy gap +10.62pp across 56 qualifying economies (40.8% of accountholding respondents); positive in 55/56 (98.2%); IQR +5.02 to +16.75, mean +12.83; range Morocco -7.6 to Mauritius +50.0; pooled over the SAME 56 = +15.20pp -> composition wedge +4.58pp (30.1% of the pooled gap); U21's all-economy pooled figure +13.57pp. SECONDARY: per-economy absorption of the all-adult connectivity gap by account holding, MEDIAN 65.0% (IQR 31.4-83.5%), positive in 53/56 -- U21's pooled 55.5% is if anything an understatement of the typical economy	M1 ok, M2 ok (>= 100 unweighted in both cells by construction, 56/140 economies qualify), M3 ok (0.0pp dev; account 10 economies, anydigpayment 9)	C1 +10.62 >= +5.0 PASS; C2 98.2% >= 80% PASS; B15 registered sign POSITIVE, observed POSITIVE. Wedge is the LARGEST of the three ruler axes tested this way (U19 22%, U20 28%, U22 30%) -- consistent with connectivity being the axis on which economies differ most -- but 70% of the pooled gap is still within-economy. COVERAGE CAVEAT: M2 on both cells qualifies only 56 economies holding 40.8% of accountholding respondents, because in high-internet economies the OFFLINE accountholder cell is thin; the qualifying set is therefore tilted toward lower-connectivity economies and the median is a statement about them. Two flat-and-saturated cases (Kenya +0.3, Malawi +0.1, both ~97-99% on both sides) show the gap closing where digital payment is universal. Single wave, cross-sectional, no trend language; internet_use is self-reported behaviour co-determined with digital payment use (U21 caveat carried)
E49x	hypothesis	6ca4120	exploratory	measurement	2011-2024	pan_dev	77	7.5	na	na	na	EXPLORATORY mapping pass on the untouched 93-column `fin` catch-all: 24 columns clear >=3 waves at >=70 developing economies, of which fin10 and fin2_t_d carry all five waves x 77 economies -- better wave coverage than any indicator the ledger has used outside the headline set	weighted level by wave and country count for all 93 fin columns, developing panel; eligibility rule >=3 waves at >=70 economies, registered before the screen was read	fin2_t_d 24.0/32.9/41.6/44.7/50.5; fin10 6.9/10.0/10.7/16.5/18.3; fin26a -/-/16.3/29.1/34.6; fin30 -/57.0/54.2/49.1/45.3 (the module's one large DECLINING margin); fin42 -/24.6/14.7/10.8/13.4 (falls then rebounds, the same last-window rebound as fin31d/fin34c); the fin37/fin38/fin39 items COMPOSE (fin37_38, fin37_39x, fin38_39x, fin37_38_39x are intersections/unions of the base items) and the a/b/c/d suffixes behave consistently across all three composites; fin37_39d, fin37_38_39d and fin38_39d are all <=0.6pp in 2024 and fail the fin34d usability floor	G4 ok on the 2024 anchor (76 countries, 97.4% pop share); exploratory -- no keep may rest on this	logged EXPLORATORY under the peek rule BEFORE the registered screen was read; mapping written to HARNESS_V2_NOTES.md item 9. Meanings INFERRED from levels and coverage only -- no questionnaire in the repo. B2 breadth cell for the 2026-08-17 cycle. STANDING WARNING for any future fin experiment: pick ONE level of the fin37/38/39 composition and say which, because correlating a parent with its own component is the redundancy trap
E49	hypothesis	6ca4120	discard	measurement	2024	pan_dev	71	7.2	na	na	na	Registered four-way orientation screen on the `fin` catch-all REJECTS its keep condition: none of the 24 eligible fin items is counter-moving against the digital-payment headline on both lenses in the 2024 developing-panel cross-section. The family is 12 aligned, 7 independent, 4 mixed-lens and 1 outright restatement	four-way screen (restatement |r|>=0.80 / aligned +0.30<=r<0.80 / counter-moving r<=-0.30 / independent |r|<0.30, both lenses agreeing else mixed-lens) of each eligible fin item vs g20_any 2024 levels; keep required >=1 counter-moving item through G6 with a bootstrap CI excluding zero. Secondary: the same screen vs account_t_d	0 of 24 counter-moving. Most negative weighted: fin37_38_39c -0.135 [-0.337,+0.100] r_u -0.101; fin37_39c -0.131 r_u -0.123; fin38_39c -0.083 r_u -0.035 -- all `independent`, none within 0.16 of the -0.30 bar on either lens. Strongest positive: fin26a +0.933 [+0.805,+0.968] G6 +0.850 r_u +0.852 RESTATEMENT; fin2_t_d +0.883/+0.669 and fin10 +0.847/+0.516 both mixed-lens restatement/aligned (drop China -0.140 and -0.267). SECONDARY vs account_t_d: the c items go further negative weighted (fin37_39c -0.283, fin37_38_39c -0.261) but stay near zero unweighted (-0.119, -0.101) with India alone worth +0.19 and +0.16	G3 declared (every fin item is an unregistered narrow variant); G4 ok (76 countries, 97.4% pop share); G6 computed on all 24 cells; B6 bootstrap 2000 country draws on all 24; B9/B11 both lenses on all 24; B10 neff 7.2 beside n 71; B12 largest leave-one-out named on all 24	REGISTERED NULL READING, written before the answer: the fin catch-all contains no margin running against the digital headline in the 2024 cross-section, so fin31d (E45) and fin34c (E47) remain the ONLY two counter-moving country-file margins the loop has found -- from three modules screened the same way, which makes them rarer than the fin31/fin34 hits suggested. Registered sign was NEGATIVE (B15): the one restatement at +0.933 is the opposite result, not partial confirmation. LIMITATION: a 2024 cross-sectional LEVEL correlation is a composition statement about economies, not a within-country dynamic one (E48's primary is the standing proof the two come apart). Parent: none -- new module. Exploratory mapping logged separately as E49x
E50	hypothesis	68e24b2	discard-weighted	delta-delta-multi	2014-2017 / 2017-2021 / 2021-2024	pan_dev	77/77/71	7.5/7.5/7.2	+0.795 / +0.650 / +0.615	+0.431 / +0.243 / +0.263	E48b	E48b FAILS its all-windows promotion test on the UNWEIGHTED lens and is left at `keep-window`: r(d fin31d, d fin34c) is positive in all three windows on both lenses and clears +0.30 in 3/3 weighted but only 1/3 unweighted. The decade co-retreat of the two counter-moving margins is a POPULATION-WEIGHTED per-window regularity and a span fact on the unweighted lens	all-windows design (B14): r(d fin31d, d fin34c) on 2014->17, 2017->21 and 2021->24, developing panel, both lenses, bar r >= +0.30 in EVERY window with the sign registered POSITIVE (B15); E48b's 2014->2024 cell reproduced inside the file first (E35 rule) before any registered cell was read	2014->17 +0.795 [+0.326,+0.901] p_boot 0.001 G6 +0.463 r_u +0.431 (PASSES both lenses); 2017->21 +0.650 [+0.072,+0.839] p_boot 0.035 G6 +0.320 r_u +0.243 (weighted only); 2021->24 +0.615 [+0.095,+0.766] p_boot 0.010 G6 +0.374 r_u +0.263 (weighted only). Largest leave-one-out: China -0.275 and -0.215 in the two earlier windows, India -0.239 in the last. Reproduced E48b at +0.515/+0.389 exactly. SECONDARY partial controlling for d g20_any: +0.754/+0.413, +0.422/+0.150, +0.720/+0.274 -- the partial EXCEEDS the raw correlation in the first and last windows on both lenses and collapses in the middle one	E35 reproduce-the-parent rule passed (0.000 deviation on both lenses); G6 sign intact in all three windows; B6 bootstrap 2000 country draws, weighted CI excludes zero in all three; B9/B11 both lenses; B10 neff 7.2-7.5 beside n 71-77; B12 largest leave-one-out named per window; B15 sign registered POSITIVE and observed positive in 6/6 lens-windows; B16 wave path printed	B16 PATH: fin31d 48.3 -> 34.6 -> 20.5 -> 26.6, fin34c 15.9 -> 11.8 -> 8.0 -> 15.2, g20_any 35.1 -> 45.4 -> 56.4 -> 60.9 (the two cash margins fall for a decade and REBOUND in the last window; the 48.3/34.6 differ trivially from E47's 47.1/34.1 because the per-wave reporting set is unbalanced). THE PATTERN WORTH CARRYING: E50 reproduces E48's primary lens split EXACTLY -- weighted 3/3, unweighted 1/3 -- on a different pair of margins in the same two modules. Two independent designs now say the same thing about this cell: the weighted lens sees a per-window regularity here and the unweighted lens sees only the largest economies. NOT a wrong-sign failure: every one of the six lens-windows is positive, so this is a magnitude failure of the 0.30 bar, not a reversal, unlike E5b (-0.654/+0.591/-0.595). The 2021->24 window was registered in advance as the informative one because the rebound sits inside it; it behaves like the others
E51x	hypothesis	f25c881	exploratory	measurement	2014-2024	pan_dev	71-77	7.2	na	na	na	EXPLORATORY mapping pass on the untouched 6-column `fin43` agricultural-payments module: 4 of 6 columns are eligible (>=3 waves x >=70 developing economies) and the two `_s` columns are the CONDITIONAL versions of their base items, reported on 2-52 economies only. The module's levels are small in the population-weighted developing panel (0.0-8.8% of adults in 2024) and one item, fin43c, traces the same fall-then-rebound path as fin31d and fin34c	weighted developing-panel level by wave with the country count for all 6 fin43 columns, plus a composition shape-check comparing each item's 2024 level with the sum of the other non-_s items	fin43a 1.7 -> 2.1 -> 2.1 -> 2.9 [77/77/77/71]; fin43b -- -> -- -> 1.0 -> 0.9 -> 2.2; fin43c 21.5 -> 10.7 -> 6.6 -> 8.8; fin43d -- -> 0.2 -> 0.1 -> 0.0. Ineligible: fin43b_s 33.2/41.3/46.8 on 2-3 economies, fin43c_s 87.3/76.6/81.4/77.8 on 29-52 economies -- both are shares among RECIPIENTS, an order of magnitude above their base items, which is the conditional-version signature. No item is near the sum of the others (fin43c 8.8 vs 5.1), so the fin37-family composition trap does not apply here	exploratory -- no gates apply; peek rule (2026-07-11) satisfied by logging the mapping BEFORE the registered screen in the same file	Item meanings are INFERRED from levels and coverage; there is no questionnaire in the repo (HARNESS_V2_NOTES items 5-6). Reading, offered as inference only: fin43c behaves like the CASH mode of agricultural payments (falling 21.5 -> 6.6 across a decade) and fin43a/fin43b like account and mobile modes (rising from near zero). NEW FOR AGENDA ITEM 7.8: fin43c 21.5 -> 10.7 -> 6.6 -> 8.8 is a FOURTH instance of the fall-then-rebound path, after fin31d, fin34c and fin42 -- in a fourth module
E51	hypothesis	f25c881	discard	measurement	2024	pan_dev	71	7.2	na	na	na	Registered four-way orientation screen on the untouched `fin43` agricultural-payments module REJECTS its keep condition: no eligible item is counter-moving against the digital-payment headline on both lenses in the 2024 developing-panel cross-section. The module is 2 aligned and 2 independent. fin31d and fin34c remain the only counter-moving country-file margins in the ledger, now after FOUR modules screened identically	four-way screen (restatement |r|>=0.80 / aligned +0.30<=r<0.80 / counter-moving r<=-0.30 / independent |r|<0.30, both lenses agreeing else mixed-lens) of each eligible fin43 item vs g20_any 2024 levels; keep required >=1 counter-moving item through G6 with a bootstrap CI excluding zero; sign registered NEGATIVE (B15). Secondary, no bar: the same screen vs account_t_d	vs g20_any: fin43c -0.146 [-0.459,+0.138] p_boot 0.311 G6 -0.180 r_u -0.234 independent; fin43d -0.023 r_u -0.135 independent; fin43a +0.370 [+0.126,+0.673] G6 +0.674 r_u +0.492 aligned; fin43b +0.431 [+0.202,+0.636] G6 +0.531 r_u +0.391 aligned. 0 of 4 counter-moving. SECONDARY vs account_t_d: fin43c IS counter-moving on both lenses (-0.389 [-0.653,+0.035] r_u -0.322, G6 -0.273) and fin43d is mixed-lens (-0.301/-0.214); the account-anchored CI includes zero and the secondary carried no registered bar, so neither can produce a keep	G3 declared (every fin43 item is an unregistered narrow variant); G4 ok (76 countries, 97.4% pop share on the anchor); G6 computed on all 4 cells both anchors; B6 bootstrap 2000 country draws on all cells; B9/B11 both lenses; B10 neff 7.2 beside n 71; B12 largest leave-one-out named (Brazil, Kenya, Congo Dem. Rep., India, Nigeria)	REGISTERED NULL READING, written before the answer: a null here makes the two-margin count harder to read as a sampling accident, since fin43 was the best remaining prior for a third counter-moving margin (payments in the part of the economy where cash persists longest). THE ONE SIGNAL WORTH CARRYING FORWARD, and it is UNREGISTERED: the split between the two anchors. fin43c is independent of the digital-payment headline (-0.146/-0.234) and counter-moving with ACCOUNT OWNERSHIP (-0.389/-0.322) -- the mirror of E47's fin34c, which counter-moved with digital payment and not with access. That is a candidate for a registered primary in a later cycle, not a finding here. LIMITATION: a 2024 cross-sectional LEVEL correlation is a composition statement about economies, not a within-country dynamic one. Parent: none -- new module. Exploratory mapping logged as E51x
E52	hypothesis	15764e2	inconclusive	audit	2014-2017 / 2017-2021 / 2021-2024 / 2014-2024	pan_dev	77/77/71/71	7.5/7.5/7.2/7.2	+0.795 / +0.650 / +0.615 / +0.515	+0.431 / +0.243 / +0.263 / +0.389	E48b	INCONCLUSIVE under the registered rule: NEITHER candidate mechanism for the standing weighted/unweighted disagreement on the fin31d~fin34c cash cell fires. It is NOT leverage -- capping the weights at their 90th percentile (neff 7.2 -> 32) leaves r_w at +0.418 to +0.591, above the bar in 4/4 cells -- and the binary heterogeneity pattern registered (top population tercile in, bottom out) holds in only 2/4. What the sweep does show, UNREGISTERED, is a graded size gradient: the unweighted within-tercile r rises from the bottom to the top population tercile in 4 of 4 cells	B12 weight-structure sweep on (d fin31d, d fin34c), developing panel, four cells (three adjacent windows + the 2014-2024 long difference), with E50's cells reproduced first under the E35 rule. Five statistics per cell: (1) UNWEIGHTED r within population terciles (heterogeneity, uses no weights); (2) r_w with weights winsorized at the 90th percentile and at the median (leverage, same sample); (3) fragility depth = minimum greedy removals driving r_w below +0.30, economies named; (4) ascent depth = minimum greedy removals lifting r_u above +0.30, named; (5) the five largest single leave-one-out effects on r_w, named. Registered rule: HETEROGENEITY fires if top-tercile r_u >= +0.30 and bottom < +0.30 in >=3 of 4 cells; LEVERAGE fires if p90-capped r_w < +0.30 in >=3 of 4; neither -> inconclusive	TERCILE r_u (bottom/middle/top): 2014->17 +0.369/+0.425/+0.546; 2017->21 +0.069/+0.214/+0.356; 2021->24 +0.146/+0.183/+0.482; 2014->24 +0.391/+0.278/+0.544. Top-tercile 95% CI excludes zero in 3 of 4. Heterogeneity branch 2/4 -- it fails because the BOTTOM tercile also clears +0.30 in two cells, not because the top does not. CAPPED r_w (p90): +0.591/+0.466/+0.418/+0.476, all above the bar (leverage branch 0/4); capped at the MEDIAN (neff ~60): +0.468/+0.294/+0.292/+0.403. FRAGILITY DEPTH: 5 (China, Indonesia, Pakistan, Egypt, Russia), 2 (China, Pakistan), 2 (India, Philippines), 3 (Brazil, Viet Nam, Turkiye). ASCENT DEPTH: 0, 2 (Ukraine, Bulgaria), 1 (Bulgaria), 0. Top-5 weight share 61.3% / 61.3% / 56.0% / 56.0%	E35 reproduce-the-parent rule passed (+0.515/+0.389, 0.000 deviation); B6 bootstrap 2000 country draws on every tercile and every capped-weight cell; B10 neff reported for the full, p90-capped and median-capped weight vectors (7.2-7.5 / ~32 / ~60); B12 five largest leave-one-out effects named per cell; B15 sign registered POSITIVE and no cell returns a top-tercile r_u <= -0.30; B16 wave path printed. G-gates not applicable: no new association is registered, this is an audit of ledger cells	THE TWO RESULTS THAT SURVIVE THE INCONCLUSIVE VERDICT, both from registered statistics. (i) The weighted number is NOT a weight-concentration artifact: de-concentrating the weights by a factor of four in neff costs it only 0.10-0.20 of correlation and never crosses the bar, so 'five economies decide it' is FALSE for this cell in the leverage sense -- while the same cell needs only 2-3 named removals to fall below the bar, which is the DIFFERENT sense in which few economies decide it (E45's clarification, now with numbers on both sides). (ii) SYMMETRY: the unweighted verdicts are decided by SMALL economies just as tightly. Removing Bulgaria alone lifts the 2021->24 unweighted r above +0.30, and Ukraine plus Bulgaria does it for 2017->21 -- the two windows that produced E50's lens split. The ledger's standing worry is that big economies decide weighted results; this cell says the unweighted lens is no more stable, it is merely unstable in economies nobody names. THE UNREGISTERED PATTERN, offered as a candidate for a later registration and not as a finding: within-tercile r_u rises with population size in 4/4 cells (mean top-minus-bottom +0.253) and is monotone across all three terciles in 3/4 -- a GRADED size gradient where the rule asked for a binary one. Parent E48b/E50; E48b's status is unchanged at keep-window, FAILED promotion
U23	micro	24e4907	keep	micro-cross-section	2024	micro	90	na	na	na	U14	The last-mile education gradient in DIGITAL PAYMENT MODE is a property of the ADULT, not of one payer: conditional on holding an account, the share of payments running through the account rather than in cash is education-graded in ALL THREE previously untouched payment streams -- pensions, agricultural sales and utility bills (2024, pooled)	among account==1 participants (stream code in {1,2,3}), weighted rate of code==1 split by educ; gap = rate(tertiary) - rate(primary or less); registered bar +5.0pp in ALL THREE streams, registered sign POSITIVE (B15); economy-cluster bootstrap 1,000 draws; Kish neff per cell	pensions +6.51pp (83.0 -> 89.5, CI +3.64/+9.54, n=3342), agriculture +14.16pp (35.2 -> 49.3, CI +5.86/+22.22, n=4085), utilities +26.07pp (41.9 -> 68.0, CI +19.43/+31.43, n=14463); reference U14 wage margin +35.28pp (CI +28.62/+41.88). All three intervals exclude zero; 3/3 clear the bar. Ordering pensions < agriculture < utilities < wages. SECONDARY 1 absorption by account holding: pensions 69.0%, agriculture 49.4%, utilities 30.3%, wages 30.9% -- median 49.4% vs registered bar <50%, CONFIRMED by 0.6pp. SECONDARY 2 within-economy: only pay_utilities can be tested (8 economies, 14.4% of participants), median +31.53pp, positive 7/8, pooled over the same set +35.44 -> composition wedge +3.91pp (11%)	M1 ok (module-enforced), M2 ok (every reported pooled cell >= 874 unweighted; the within-economy test enforces >=100 in both cells), M3 ok (account, 0.0pp max dev over 10 economies) -- M3 declared na for the three stream margins, no country-file equivalent at this conditional granularity	B15 registered sign POSITIVE, observed POSITIVE in 3/3. B6: cluster bootstrap over ECONOMIES (respondents are clustered; a respondent-level resample would understate the interval) -- all three exclude zero, but the PENSION stream clears the registered +5pp bar in only 83.8% of draws, so its keep is the fragile one and the claim must say the pension gradient is the smallest and the least certain. Kish neff of the SURVEY weights is high inside every cell (569-5128 against nominal 874-7602) -- the country-file neff ~= 7.2 critique is about population weights across economies and does NOT transfer here. COVERAGE CAVEAT and a departure from the registered downgrade rule: the within-economy composition check CANNOT BE RUN for pensions or agriculture -- zero economies reach 100 unweighted respondents in both education cells -- so those two streams are pooled-only and UNVERIFIED on composition, a weaker state than the registered rule contemplated; it is recorded as such rather than counted as a pass. domestic_remittances excluded at registration on coding grounds. Pension receipt is age-selected and agricultural receipt rural-selected; no adjustment for either. Conditioning on account holding is post-treatment. Single 2024 wave, cross-sectional, descriptive association, no trend or causal language
E53	hypothesis	126402e	keep-window	distribution	2014-2017-2021-2024 (path) / 2021-2024 (rebound)	pan_dev	71	7.2	na	na	none (design ancestor E39)	MARGIN-DEPENDENT KEEP plus a PREMISE CORRECTION: the aggregate four-item 2021-24 cash rebound (agenda item 7.8) is largely an ITEM-ATTRITION artifact -- three of four items do not rebound at all on a balanced economy set -- but a genuine MINORITY within-country V-shape cluster survives, with 10 of 71 economies carrying the fall-then-rebound on 3 or 4 of the 4 items, 2.11x an independence null	V(economy,item)=1 if level_2021 < level_2014 - margin AND level_2024 > level_2021 + margin, on the 71 pan_dev economies with all 4 items x all 4 waves; S3 = share with >=3 of 4 V-items vs a 1,000-draw permutation null shuffling each item's V-indicator independently; registered bars ratio >= 1.5 AND above null p97.5; registered sign POSITIVE; margins 0/1/2pp; mirror S0 tail; population-weighted twin; economy bootstrap	PRIMARY (1pp): S3 14.1% (10/71) vs null 6.7% = 2.11x, above null p97.5 11.3%, p_perm 0.003, bootstrap CI [7.0%, 22.5%] -- PASS. Margins 0pp 1.42x FAIL (ratio bar) and 2pp 2.69x FAIL (ties p97.5 on 4 economies); direction and p_perm (0.024/0.003/0.048) hold at all three. Named set: Bulgaria, Congo Rep., Dominican Republic, India, Madagascar, Philippines, Sri Lanka, Thailand, Uganda, Viet Nam. Weighted twin 44.2% vs null 6.8% (6.49x) but India is in the set. SECONDARY A balanced paths (pop-weighted): fin31d 40.8/33.4/26.9/26.6, fin34c 14.5/13.1/10.5/15.2, fin42 22.1/15.7/13.3/13.4, fin43c 18.6/11.5/9.2/8.8 -- 2021-24 changes -0.28/+4.77/+0.11/-0.42, and unweighted all four are flat or falling. SECONDARY B share of economies rising 2021-24: 39.4/42.3/46.5/47.9%, median change negative on all four. S0 mirror tail 1.79x (0pp) and 1.41x (1pp) above null	G3 base non-_s columns declared; G4 71 economies = 68.6% of pan_dev 2024 adults; G5 na (no official aggregate); G6 na by design (no correlation computed) -- registered substitutes are the S0 mirror tail and the population-weighted twin, both ran	UNREGISTERED DIAGNOSTIC, labelled: the agenda's quoted rebound paths are computed over whoever reports in each wave. Six economies report these four items in 2021 and NOT in 2024 -- Algeria, China, Iran, Mauritius, Russia, Ukraine -- and all six ARE in the 2024 wave (account_t_d present), so this is ITEM-LEVEL ATTRITION, not wave absence. China alone holds 25.9% of the 2021 reporting population on these items with levels 4.5/1.3/6.2/1.1; dropping China alone lifts the 2021 trough +5.7/+2.3/+1.6/+2.0pp. Agenda item 7.8 must be rewritten. Status keep-window with NO PROMOTION ROUTE: the claim is about the 2021-24 rebound window by construction and cannot be replicated on an earlier transition. Margin-dependence is part of the claim. A shared shape is not a shared cause; a common 2024 questionnaire change affecting cash-side items together would produce the same co-occurrence and this design cannot exclude it (E46's open question). Descriptive, never causal
E54	hypothesis	70892b9	discard	audit	2014-2017 / 2017-2021 / 2021-2024	pan_dev	54-77 per cell	7.2	na	na	E52	Registered POPULATION-GRADIENT claim REJECTED: within-tercile association strength does NOT rise with economy size across the six E28/E30 bivariate rails, so E52's cash-cell gradient is a property of that cell and the ledger's weighted/unweighted disagreements cannot be reread as the weighted lens correctly detecting a stronger association among large economies	six rails x three windows = 18 cells; economies split into terciles of 2024 adult population, UNWEIGHTED Pearson r inside each tercile, Delta_r = r(top) - r(bottom); registered bars mean Delta_r >= +0.15 AND positive in >= 12 of 18; registered sign POSITIVE (B15); 1,000 random-split null ignoring population; within-tercile economy bootstrap 1,000 draws	mean Delta_r +0.047 (bar +0.15) FAIL; positive in 9/18 (bar 12) FAIL; monotone top>mid>bot 3/18; median +0.028, range -0.482 (E11 2014-17) to +0.743 (E13 2017-21). Random-split null centred +0.002 with 95% band [-0.115, +0.108] and p_perm 0.209 -- the population split sits INSIDE the random-split distribution. Bootstrap CI [-0.074, +0.162] includes zero. Kish neff 7.2 in every window. 18/18 cells usable	G3 six rails at registered headline variants declared; G4 18/18 cells n=54-77; G5 na; G6 na (no single association claimed) -- the random-split null is the registered substitute and it ran	E52's +0.253 on the fin31d~fin34c cash cell was found by looking and does not reproduce when registered fresh on a different cell. UNREGISTERED OBSERVATION, labelled and carried to the agenda rather than claimed: the window means are 2014-17 -0.113 (2/6 positive), 2017-21 +0.014 (2/6), 2021-24 +0.240 (5 of 6 rails positive) -- the gradient is visible only in the most recent window, the same window E52's cell spans. No multiplicity control across three window subsets of a failed primary; a lead for fresh registration with the window named in advance, not a finding. Population tercile is confounded with region, per-economy sample size and everything scaling with country size; a within-tercile r on 19-26 economies is noisy. Descriptive, never causal
U24x	micro	574c6f4	exploratory	measurement	2024	micro	102954 respondents / 98 economies	na	na	na	na	EXPLORATORY mapping pass OPENS the untouched micro emergency-fund module: the 11 columns carry NUMERIC codes, not text labels, and were identified mechanically by matching per-economy weighted shares against the labelled country file. fin24 = MAIN SOURCE of emergency funds (1 savings, 2 family/friends, 3 money from working, 4 borrowing, 5 selling assets, 6 other, 7 not possible, 8/9 DK-RF); fin24a = DIFFICULTY asked of codes 1-6 (1 very, 2 somewhat, 3 not difficult); fin24b codes 1-4 = fin24ba/bb/bc/bd; fin24c code 1 = fin24c. The module is an ECONOMY-level subsample (98 complete economies), not a within-economy split sample, so wgt is the correct weight.	for each of 11 columns x each code, per-economy weighted share matched against every labelled country-file fin24*/fin25* column; median and max absolute deviation over the overlapping economies; plus per-column coverage and the M2 economy counts	exact identification: median |dev| = 0.000pp and max 0.000pp on 98 economies for fin24 codes 1-6, fin24b codes 1-4 and fin24c code 1. M3 on the outcome U24 uses: fin24a in {2,3} over the fin24 denominator reproduces country fin24aSD_ND with max |dev| 0.0000pp on all 98. Pooled source composition: family/friends 37.5, working 16.8, savings 16.3, selling assets 10.9, borrowing 7.4, not possible 6.3.	M1 weighted by construction; M3 EXACT (max dev 0.0000pp, 98 economies); M2 counts reported per column	Rule B2 breadth cell for the 2026-08-21 cycle: 11 previously untouched micro columns. Logged exploratory under the peek rule BEFORE U24. fin24d1/d2/d3 are conditional sub-branches qualifying only 82/82/59 economies at M2. The cycle pre-registration mis-described the item as a possibility scale; it is a difficulty scale, and the registered referent (the fin24aSD_ND-equivalent) was unaffected.
